,Gene.stable.ID,Gene.stable.ID.version,Transcript.stable.ID,Transcript.stable.ID.version,Exon.region.start..bp.,Exon.region.end..bp.,Exon.rank.in.transcript,cDNA.coding.start,cDNA.coding.end,CDS.start,CDS.end,Genomic.coding.start,Genomic.coding.end,Gene.name,Gene.start..bp.,Gene.end..bp.,Transcript.start..bp.,Transcript.end..bp.,Transcription.start.site..TSS.,Transcript.length..including.UTRs.and.CDS.,Strand,X5..UTR.start,X5..UTR.end,X3..UTR.start,X3..UTR.end,CDS.Length,Transcript.count
11,ENSG00000277773,ENSG00000277773.4,ENST00000612446,ENST00000612446.4,69688696,69688767,2,111,182,82,153,69688696,69688767,SMN2,69673667,69702549,69674593,69702530,69702530,1550,-1,NA,NA,NA,NA,885,12
12,ENSG00000277773,ENSG00000277773.4,ENST00000612446,ENST00000612446.4,69686098,69686217,3,183,302,154,273,69686098,69686217,SMN2,69673667,69702549,69674593,69702530,69702530,1550,-1,NA,NA,NA,NA,885,12
13,ENSG00000277773,ENSG00000277773.4,ENST00000612446,ENST00000612446.4,69685048,69685248,4,303,503,274,474,69685048,69685248,SMN2,69673667,69702549,69674593,69702530,69702530,1550,-1,NA,NA,NA,NA,885,12
14,ENSG00000277773,ENSG00000277773.4,ENST00000612446,ENST00000612446.4,69684736,69684888,5,504,656,475,627,69684736,69684888,SMN2,69673667,69702549,69674593,69702530,69702530,1550,-1,NA,NA,NA,NA,885,12
15,ENSG00000277773,ENSG00000277773.4,ENST00000612446,ENST00000612446.4,69682853,69682948,6,657,752,628,723,69682853,69682948,SMN2,69673667,69702549,69674593,69702530,69702530,1550,-1,NA,NA,NA,NA,885,12
16,ENSG00000277773,ENSG00000277773.4,ENST00000612446,ENST00000612446.4,69681432,69681542,7,753,863,724,834,69681432,69681542,SMN2,69673667,69702549,69674593,69702530,69702530,1550,-1,NA,NA,NA,NA,885,12
17,ENSG00000277773,ENSG00000277773.4,ENST00000612446,ENST00000612446.4,69680794,69680902,8,864,914,835,885,69680852,69680902,SMN2,69673667,69702549,69674593,69702530,69702530,1550,-1,NA,NA,69680794,69680851,885,12
18,ENSG00000277773,ENSG00000277773.4,ENST00000612446,ENST00000612446.4,69674593,69675170,9,NA,NA,NA,NA,NA,NA,SMN2,69673667,69702549,69674593,69702530,69702530,1550,-1,NA,NA,69674593,69675170,885,12
19,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12203203,12203400,2,44,241,44,241,12203203,12203400,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
20,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12186923,12187119,3,242,438,242,438,12186923,12187119,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
21,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12183980,12184111,4,439,570,439,570,12183980,12184111,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
22,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12181043,12181439,5,571,967,571,967,12181043,12181439,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
23,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12179810,12179981,6,968,1139,968,1139,12179810,12179981,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
24,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12165079,12165295,7,1140,1356,1140,1356,12165079,12165295,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
25,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12164273,12164562,8,1357,1646,1357,1646,12164273,12164562,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
26,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12162193,12162419,9,1647,1873,1647,1873,12162193,12162419,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
27,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12159780,12159964,10,1874,2058,1874,2058,12159780,12159964,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
28,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12158829,12159155,11,2059,2385,2059,2385,12158829,12159155,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
29,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12150836,12151038,12,2386,2588,2386,2588,12150836,12151038,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
30,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12148942,12149153,13,2589,2800,2589,2800,12148942,12149153,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
31,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12147366,12147556,14,2801,2991,2801,2991,12147366,12147556,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
32,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12138325,12138534,15,2992,3201,2992,3201,12138325,12138534,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
33,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12135175,12135300,16,3202,3327,3202,3327,12135175,12135300,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
34,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12131821,12132057,17,3328,3564,3328,3564,12131821,12132057,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
35,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12130783,12130893,18,3565,3675,3565,3675,12130783,12130893,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
36,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12126691,12126921,19,3676,3906,3676,3906,12126691,12126921,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
37,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12125296,12125432,20,3907,4043,3907,4043,12125296,12125432,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
38,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12124565,12124662,21,4044,4141,4044,4141,12124565,12124662,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
39,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12244262,12244304,1,1,43,1,43,12244262,12244304,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,NA,NA,4436,7
40,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12121086,12121420,22,4142,4436,4142,4436,12121126,12121420,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,12121086,12121125,4436,7
41,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12120370,12120403,23,NA,NA,NA,NA,NA,NA,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,12120370,12120403,4436,7
42,ENSG00000281324,ENSG00000281324.3,ENST00000625211,ENST00000625211.2,12116029,12119330,24,NA,NA,NA,NA,NA,NA,LRP6,12116025,12267044,12116029,12244304,12244304,7812,-1,NA,NA,12116029,12119330,4436,7
43,ENSG00000140044,ENSG00000140044.13,ENST00000435893,ENST00000435893.6,75437898,75438121,2,274,474,1,201,75437921,75438121,JDP2,75427716,75474111,75428357,75474111,75428357,5401,1,75437898,75437920,NA,NA,492,8
44,ENSG00000140044,ENSG00000140044.13,ENST00000435893,ENST00000435893.6,75461426,75461530,3,475,579,202,306,75461426,75461530,JDP2,75427716,75474111,75428357,75474111,75428357,5401,1,NA,NA,NA,NA,492,8
45,ENSG00000140044,ENSG00000140044.13,ENST00000435893,ENST00000435893.6,75428357,75428606,1,NA,NA,NA,NA,NA,NA,JDP2,75427716,75474111,75428357,75474111,75428357,5401,1,75428357,75428606,NA,NA,492,8
46,ENSG00000140044,ENSG00000140044.13,ENST00000435893,ENST00000435893.6,75469290,75474111,4,580,765,307,492,75469290,75469475,JDP2,75427716,75474111,75428357,75474111,75428357,5401,1,NA,NA,75469476,75474111,492,8
47,ENSG00000125378,ENSG00000125378.16,ENST00000245451,ENST00000245451.9,53956550,53956825,1,NA,NA,NA,NA,NA,NA,BMP4,53949736,53958761,53949736,53956825,53956825,1931,-1,53956550,53956825,NA,NA,1227,9
48,ENSG00000125378,ENSG00000125378.16,ENST00000245451,ENST00000245451.9,53953276,53953400,2,NA,NA,NA,NA,NA,NA,BMP4,53949736,53958761,53949736,53956825,53956825,1931,-1,53953276,53953400,NA,NA,1227,9
49,ENSG00000125378,ENSG00000125378.16,ENST00000245451,ENST00000245451.9,53951853,53952229,3,409,778,1,370,53951853,53952222,BMP4,53949736,53958761,53949736,53956825,53956825,1931,-1,53952223,53952229,NA,NA,1227,9
50,ENSG00000125378,ENSG00000125378.16,ENST00000245451,ENST00000245451.9,53949736,53950888,4,779,1635,371,1227,53950032,53950888,BMP4,53949736,53958761,53949736,53956825,53956825,1931,-1,NA,NA,53949736,53950031,1227,9
51,ENSG00000070193,ENSG00000070193.5,ENST00000264664,ENST00000264664.5,44388358,44389420,1,739,1063,1,325,44388358,44388682,FGF10,44300247,44389706,44300247,44389420,44389420,6113,-1,44388683,44389420,NA,NA,627,2
52,ENSG00000070193,ENSG00000070193.5,ENST00000264664,ENST00000264664.5,44310427,44310530,2,1064,1167,326,429,44310427,44310530,FGF10,44300247,44389706,44300247,44389420,44389420,6113,-1,NA,NA,NA,NA,627,2
53,ENSG00000070193,ENSG00000070193.5,ENST00000264664,ENST00000264664.5,44300247,44305192,3,1168,1365,430,627,44304995,44305192,FGF10,44300247,44389706,44300247,44389420,44389420,6113,-1,NA,NA,44300247,44304994,627,2
54,ENSG00000151379,ENSG00000151379.4,ENST00000281047,ENST00000281047.4,17816460,17817798,1,60,641,1,582,17816519,17817100,MSGN1,17816460,17817798,17816460,17817798,17816460,1339,1,17816460,17816518,17817101,17817798,582,1
55,ENSG00000168267,ENSG00000168267.7,ENST00000376504,ENST00000376504.4,23192312,23193314,1,220,1003,1,784,23192531,23193314,PTF1A,23192312,23194245,23192312,23194245,23192312,1545,1,23192312,23192530,NA,NA,987,6
56,ENSG00000168267,ENSG00000168267.7,ENST00000376504,ENST00000376504.4,23193704,23194245,2,1004,1206,785,987,23193704,23193906,PTF1A,23192312,23194245,23192312,23194245,23192312,1545,1,NA,NA,23193907,23194245,987,6
57,ENSG00000106511,ENSG00000106511.6,ENST00000262041,ENST00000262041.6,15685886,15686683,1,282,798,1,517,15685886,15686402,MEOX2,15611212,15686683,15611212,15686683,15686683,2371,-1,15686403,15686683,NA,NA,915,1
58,ENSG00000106511,ENSG00000106511.6,ENST00000262041,ENST00000262041.6,15626746,15626918,2,799,971,518,690,15626746,15626918,MEOX2,15611212,15686683,15611212,15686683,15686683,2371,-1,NA,NA,NA,NA,915,1
59,ENSG00000106511,ENSG00000106511.6,ENST00000262041,ENST00000262041.6,15611212,15612611,3,972,1196,691,915,15612387,15612611,MEOX2,15611212,15686683,15611212,15686683,15686683,2371,-1,NA,NA,15611212,15612386,915,1
60,ENSG00000128791,ENSG00000128791.12,ENST00000583147,ENST00000583147.5,9334767,9334920,1,NA,NA,NA,NA,NA,NA,TWSG1,9334767,9402420,9334767,9400817,9334767,2311,1,9334767,9334920,NA,NA,228,3
61,ENSG00000128791,ENSG00000128791.12,ENST00000583147,ENST00000583147.5,9337193,9337352,2,192,314,1,123,9337230,9337352,TWSG1,9334767,9402420,9334767,9400817,9334767,2311,1,9337193,9337229,NA,NA,228,3
62,ENSG00000128791,ENSG00000128791.12,ENST00000583147,ENST00000583147.5,9359972,9360071,3,315,414,124,223,9359972,9360071,TWSG1,9334767,9402420,9334767,9400817,9334767,2311,1,NA,NA,NA,NA,228,3
63,ENSG00000128791,ENSG00000128791.12,ENST00000583147,ENST00000583147.5,9388040,9388140,4,415,419,224,228,9388040,9388044,TWSG1,9334767,9402420,9334767,9400817,9334767,2311,1,NA,NA,9388045,9388140,228,3
64,ENSG00000128791,ENSG00000128791.12,ENST00000583147,ENST00000583147.5,9388364,9388420,5,NA,NA,NA,NA,NA,NA,TWSG1,9334767,9402420,9334767,9400817,9334767,2311,1,NA,NA,9388364,9388420,228,3
65,ENSG00000128791,ENSG00000128791.12,ENST00000583147,ENST00000583147.5,9396280,9396546,6,NA,NA,NA,NA,NA,NA,TWSG1,9334767,9402420,9334767,9400817,9334767,2311,1,NA,NA,9396280,9396546,228,3
66,ENSG00000128791,ENSG00000128791.12,ENST00000583147,ENST00000583147.5,9399346,9400817,7,NA,NA,NA,NA,NA,NA,TWSG1,9334767,9402420,9334767,9400817,9334767,2311,1,NA,NA,9399346,9400817,228,3
67,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43071985,43072201,3,223,431,1,209,43071985,43072193,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,43072194,43072201,NA,NA,1656,17
68,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43068509,43068615,4,432,538,210,316,43068509,43068615,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
69,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43066243,43066377,5,539,673,317,451,43066243,43066377,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
70,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43065616,43065695,6,674,753,452,531,43065616,43065695,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
71,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43065387,43065521,7,754,888,532,666,43065387,43065521,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
72,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43065203,43065272,8,889,958,667,736,43065203,43065272,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
73,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43063900,43063991,9,959,1050,737,828,43063900,43063991,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
74,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43062953,43063078,10,1051,1176,829,954,43062953,43063078,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
75,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43062311,43062395,11,1177,1261,955,1039,43062311,43062395,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
76,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43060441,43060546,12,1262,1367,1040,1145,43060441,43060546,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
77,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43059226,43059303,13,1368,1445,1146,1223,43059226,43059303,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
78,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43058834,43058968,14,1446,1580,1224,1358,43058834,43058968,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
79,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43058145,43058253,15,1581,1689,1359,1467,43058145,43058253,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
80,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43056803,43056887,16,1690,1774,1468,1552,43056803,43056887,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,NA,NA,1656,17
81,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43073266,43073341,2,NA,NA,NA,NA,NA,NA,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,43073266,43073341,NA,NA,1656,17
82,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43076225,43076362,1,NA,NA,NA,NA,NA,NA,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,43076225,43076362,NA,NA,1656,17
83,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43053862,43053983,17,1775,1878,1553,1656,43053880,43053983,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,43053862,43053879,1656,17
84,ENSG00000160200,ENSG00000160200.18,ENST00000359624,ENST00000359624.7,43053191,43053647,18,NA,NA,NA,NA,NA,NA,CBS,43053191,43076943,43053191,43076362,43076362,2353,-1,NA,NA,43053191,43053647,1656,17
85,ENSG00000186895,ENSG00000186895.4,ENST00000334134,ENST00000334134.4,69818714,69819416,1,484,703,1,220,69818714,69818933,FGF3,69809968,69819416,69809968,69819416,69819416,1540,-1,69818934,69819416,NA,NA,720,2
86,ENSG00000186895,ENSG00000186895.4,ENST00000334134,ENST00000334134.4,69816320,69816423,2,704,807,221,324,69816320,69816423,FGF3,69809968,69819416,69809968,69819416,69819416,1540,-1,NA,NA,NA,NA,720,2
87,ENSG00000186895,ENSG00000186895.4,ENST00000334134,ENST00000334134.4,69809968,69810700,3,808,1203,325,720,69810305,69810700,FGF3,69809968,69819416,69809968,69819416,69819416,1540,-1,NA,NA,69809968,69810304,720,2
88,ENSG00000250722,ENSG00000250722.6,ENST00000511224,ENST00000511224.5,42811836,42811892,1,NA,NA,NA,NA,NA,NA,SELENOP,42799880,42887392,42800112,42811892,42811892,1853,-1,42811836,42811892,NA,NA,1146,15
89,ENSG00000250722,ENSG00000250722.6,ENST00000511224,ENST00000511224.5,42808151,42808366,3,100,302,1,203,42808151,42808353,SELENOP,42799880,42887392,42800112,42811892,42811892,1853,-1,42808354,42808366,NA,NA,1146,15
90,ENSG00000250722,ENSG00000250722.6,ENST00000511224,ENST00000511224.5,42806896,42807108,4,303,515,204,416,42806896,42807108,SELENOP,42799880,42887392,42800112,42811892,42811892,1853,-1,NA,NA,NA,NA,1146,15
91,ENSG00000250722,ENSG00000250722.6,ENST00000511224,ENST00000511224.5,42804656,42804773,5,516,633,417,534,42804656,42804773,SELENOP,42799880,42887392,42800112,42811892,42811892,1853,-1,NA,NA,NA,NA,1146,15
92,ENSG00000250722,ENSG00000250722.6,ENST00000511224,ENST00000511224.5,42809760,42809788,2,NA,NA,NA,NA,NA,NA,SELENOP,42799880,42887392,42800112,42811892,42811892,1853,-1,42809760,42809788,NA,NA,1146,15
93,ENSG00000250722,ENSG00000250722.6,ENST00000511224,ENST00000511224.5,42800112,42801331,6,634,1245,535,1146,42800720,42801331,SELENOP,42799880,42887392,42800112,42811892,42811892,1853,-1,NA,NA,42800112,42800719,1146,15
94,ENSG00000183421,ENSG00000183421.12,ENST00000352483,ENST00000352483.3,41766860,41767089,1,49,230,1,182,41766860,41767041,RIPK4,41739369,41767089,41739369,41767089,41767089,4016,-1,41767042,41767089,NA,NA,2499,2
95,ENSG00000183421,ENSG00000183421.12,ENST00000352483,ENST00000352483.3,41756525,41756816,2,231,522,183,474,41756525,41756816,RIPK4,41739369,41767089,41739369,41767089,41767089,4016,-1,NA,NA,NA,NA,2499,2
96,ENSG00000183421,ENSG00000183421.12,ENST00000352483,ENST00000352483.3,41751097,41751245,3,523,671,475,623,41751097,41751245,RIPK4,41739369,41767089,41739369,41767089,41767089,4016,-1,NA,NA,NA,NA,2499,2
97,ENSG00000183421,ENSG00000183421.12,ENST00000352483,ENST00000352483.3,41749154,41749203,4,672,721,624,673,41749154,41749203,RIPK4,41739369,41767089,41739369,41767089,41767089,4016,-1,NA,NA,NA,NA,2499,2
98,ENSG00000183421,ENSG00000183421.12,ENST00000352483,ENST00000352483.3,41746613,41746771,5,722,880,674,832,41746613,41746771,RIPK4,41739369,41767089,41739369,41767089,41767089,4016,-1,NA,NA,NA,NA,2499,2
99,ENSG00000183421,ENSG00000183421.12,ENST00000352483,ENST00000352483.3,41746070,41746171,6,881,982,833,934,41746070,41746171,RIPK4,41739369,41767089,41739369,41767089,41767089,4016,-1,NA,NA,NA,NA,2499,2
100,ENSG00000183421,ENSG00000183421.12,ENST00000352483,ENST00000352483.3,41745759,41745904,7,983,1128,935,1080,41745759,41745904,RIPK4,41739369,41767089,41739369,41767089,41767089,4016,-1,NA,NA,NA,NA,2499,2
101,ENSG00000183421,ENSG00000183421.12,ENST00000352483,ENST00000352483.3,41743882,41744140,8,1129,1387,1081,1339,41743882,41744140,RIPK4,41739369,41767089,41739369,41767089,41767089,4016,-1,NA,NA,NA,NA,2499,2
102,ENSG00000183421,ENSG00000183421.12,ENST00000352483,ENST00000352483.3,41739369,41741997,9,1388,2547,1340,2499,41740838,41741997,RIPK4,41739369,41767089,41739369,41767089,41767089,4016,-1,NA,NA,41739369,41740837,2499,2
103,ENSG00000156925,ENSG00000156925.12,ENST00000287538,ENST00000287538.10,137566127,137567751,1,566,1625,1,1060,137566692,137567751,ZIC3,137566127,137577691,137566127,137572102,137566127,4001,1,137566127,137566691,NA,NA,1404,3
104,ENSG00000156925,ENSG00000156925.12,ENST00000287538,ENST00000287538.10,137568902,137569065,2,1626,1789,1061,1224,137568902,137569065,ZIC3,137566127,137577691,137566127,137572102,137566127,4001,1,NA,NA,NA,NA,1404,3
105,ENSG00000156925,ENSG00000156925.12,ENST00000287538,ENST00000287538.10,137569891,137572102,3,1790,1969,1225,1404,137569891,137570070,ZIC3,137566127,137577691,137566127,137572102,137566127,4001,1,NA,NA,137570071,137572102,1404,3
106,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112754873,112755025,3,158,292,1,135,112754891,112755025,APC,112707498,112846239,112737895,112846056,112737895,10619,1,112754873,112754890,NA,NA,8532,10
107,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112766326,112766410,4,293,377,136,220,112766326,112766410,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
108,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112767189,112767390,5,378,579,221,422,112767189,112767390,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
109,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112775629,112775737,6,580,688,423,531,112775629,112775737,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
110,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112780790,112780903,7,689,802,532,645,112780790,112780903,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
111,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112801279,112801383,9,887,991,730,834,112801279,112801383,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
112,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112815495,112815593,10,992,1090,835,933,112815495,112815593,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
113,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112818966,112819344,11,1091,1469,934,1312,112818966,112819344,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
114,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112821896,112821991,12,1470,1565,1313,1408,112821896,112821991,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
115,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112827108,112827247,13,1566,1705,1409,1548,112827108,112827247,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
116,ENSG00000134982,ENSG00000134982.17,ENST00000508376,ENST00000508376.6,112827929,112828006,14,1706,1783,1549,1626,112827929,112828006,APC,112707498,112846239,112737895,112846056,112737895,10619,1,NA,NA,NA,NA,8532,10
